央视频道,#genre#
CCTV2,http://60.220.163.47:4000/rtp/226.0.2.154:9144
CCTV3,http://60.220.163.47:4000/rtp/226.0.2.208:9576
CCTV4,http://60.220.163.47:4000/rtp/226.0.2.156:9160
CCTV5,http://60.220.163.47:4000/rtp/226.0.2.209:9584
CCTV5+,http://60.220.163.47:4000/rtp/226.0.2.168:9256
CCTV6,http://60.220.163.47:4000/rtp/226.0.2.210:9592
CCTV7,http://60.220.163.47:4000/rtp/226.0.2.159:9184
CCTV8,http://60.220.163.47:4000/rtp/226.0.2.211:9600
CCTV9,http://60.220.163.47:4000/rtp/226.0.2.161:9200
CCTV10,http://60.220.163.47:4000/rtp/226.0.2.162:9208
CCTV12,http://60.220.163.47:4000/rtp/226.0.2.164:9224
CCTV13,http://60.220.163.47:4000/rtp/226.0.2.165:9232
CCTV14,http://60.220.163.47:4000/rtp/226.0.2.166:9240
CCTV16,http://60.220.163.47:4000/rtp/226.0.2.169:9264
CCTV17,http://60.220.163.47:4000/rtp/226.0.2.170:9272

天元围棋频道,#genre#
天元围棋,http://lovegfs.top:8000/udp/239.120.2.57:5141
天元围棋,http://lovegfs.top:8000/udp/239.120.2.227:5141
天元围棋,http://lovegfs.top:8000/udp/239.120.1.59:8320
天元围棋,http://182.151.184.250:8888/udp/239.93.42.55:5140

江西频道,#genre#
江西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226344/index.m3u8
江西卫视,http://114.252.227.154:8000/rtp/239.3.1.123:8164
江西卫视,http://lovegfs.top:8000/udp/239.120.2.194:5141
江西卫视,http://113.251.226.247:7788/udp/235.254.198.29:1392
江西都市频道,http://gzly.hkychina.com:6001/rtp/239.252.220.109:5140
江西都市频道,http://58.17.48.228:808/hls/18/index.m3u8
江西都市频道,http://220.175.145.173:9000/udp/239.252.220.109:5140
江西经济生活频道,http://gzly.hkychina.com:6001/udp/239.252.219.173:5140
江西经济生活频道,http://220.175.145.173:9000/rtp/239.252.219.173:5140
江西影视旅游,http://gzly.hkychina.com:6001/udp/239.252.220.101:5140
江西影视旅游,http://220.175.145.173:9000/rtp/239.252.220.101:5140
江西公共农业,http://gzly.hkychina.com:6001/udp/239.252.220.102:5140
江西公共农业,http://220.175.145.173:9000/rtp/239.252.220.102:5140
江西少儿频道,http://gzly.hkychina.com:6001/udp/239.252.220.111:5140
江西少儿频道,http://gzly.hkychina.com:6001/udp/239.252.219.113:5140
江西少儿频道,http://220.175.145.173:9000/rtp/239.252.220.111:5140
江西新闻频道,http://gzly.hkychina.com:6001/udp/239.252.220.100:5140
